Category,Cutomer,Description,Nutrient Data Bank Number,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Vitamins.Vitamin B12
Cereal (Quaker Cap'n Crunch),greeves@company.com,Cereal (Quaker Cap'n Crunch),57117000,85.51,0,8.6,2.5,645,0,4.39,44.32,2.5,3.346,5.12,11,0.111,19.42,55,0
Cereal (Quaker Christmas Crunch),gfleming@company.com,Cereal (Quaker Christmas Crunch),57117500,85.92,0,8.6,2.6,521,0,4.44,44.31,2.5,3.081,4.83,11,0.151,19.78,55,0
Cereal (Quaker Cap'n Crunch's Crunchberries),eburke@company.com,Cereal (Quaker Cap'n Crunch's Crunchberries),57119000,85.93,0,8.6,2.6,538,0,4.45,44.2,2.5,3.08,4.83,11,0.119,19.8,55,0
Cereal (Quaker Cap'n Crunch's Peanut Butter Crunch),kpatel@company.com,Cereal (Quaker Cap'n Crunch's Peanut Butter Crunch),57120000,78.65,0,14.7,2.7,850,0,7.1,33.36,2.5,3.92,9.23,9,0.111,18.36,69,0
Cereal (General Mills Cheerios),lsharma@company.com,Cereal (General Mills Cheerios),57123000,73.2,0,26.2,10.1,159,0,12.4,4.5,3.76,1.6,6.6,357,0.387,28.9,114,6.77
Cereal (General Mills Chex Chocolate),kmullur@company.com,Cereal (General Mills Chex Chocolate),57124030,81.09,0,12.9,2,1,0,4.8,26.2,2.19,1.6,8.39,286,0.25,25.7,29,4.3
Cereal (General Mills Chex Cinnamon),Karanmathur@company.com,Cereal (General Mills Chex Cinnamon),57124050,82.4,0,12.4,2.4,3,0,5,26.1,2.31,0.6,6.59,333,0.211,27,27,5
Cereal (General Mills Cheerios Chocolate),amaro@company.com,Cereal (General Mills Cheerios Chocolate),57124100,83.5,0,17.4,6.2,617,0,5.8,34.09,2.2,1,5.09,370,0.245,16.7,59,5.59
Cereal,adunn@company.com,"Cereal, chocolate flavored, frosted, puffed corn",57124200,87.2,0,4.5,3.8,0,0,3.34,43.7,3.42,0.961,3.5,70,0.24,15.87,36,5.29
Cereal (General Mills Lucky Charms Chocolate),rharris@company.com,Cereal (General Mills Lucky Charms Chocolate),57124300,84.4,0,12.6,5.3,754,0,5.59,36.79,2.29,0.6,4.4,357,0.212,16.1,57,5.4
Cereal (General Mills Cinnamon Toast Crunch),gneal@company.com,Cereal (General Mills Cinnamon Toast Crunch),57125000,77.99,0,13.1,6.8,85,0,5.45,30.3,3.24,0.975,10.25,444,0.192,20.48,54,6.65
Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch),karnold@company.com,Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch),57125010,78.19,0,12.4,11.2,181,0,5.09,21.39,2.5,1,9.89,714,0.154,12.89,57,4.3
Cereal (General Mills Honey Nut Clusters),amaro@company.com,Cereal (General Mills Honey Nut Clusters),57125900,85.2,0,19.4,6.3,109,0,7.7,24.8,2.35,0.5,2,34,0.263,7.9,42,2.6
Cereal (Kellogg's Cocoa Krispies),adunn@company.com,Cereal (Kellogg's Cocoa Krispies),57126000,87.9,0,8.7,1.4,0,0,4.6,38.6,2.81,2.1,2.7,127,0.332,14.5,38,4.8
Cereal (Post Cocoa Pebbles),rharris@company.com,Cereal (Post Cocoa Pebbles),57127000,85.7,0,3.8,1.6,1,0,4.8,35.8,2.5,3.6,4.1,22,0.3,6.2,31,5.2
Cereal (General Mills Cocoa Puffs),gneal@company.com,Cereal (General Mills Cocoa Puffs),57128000,83.7,0,12.2,5.7,735,0,5.6,37.2,1.8,1,5.2,370,0.148,16.7,59,5.6
Cereal (General Mills Cookie Crisp),karnold@company.com,Cereal (General Mills Cookie Crisp),57130000,84.5,0,12.8,5.1,803,0,5.2,34.8,2.3,0.8,4.4,385,0.213,17.3,31,5.8
Cereal (General Mills Chex Corn),tsalazaar@company.com,Cereal (General Mills Chex Corn),57132000,85,0,12.9,4.7,1223,0,6.4,11.1,2.5,0.4,2.4,323,0.143,26.1,26,4.8
Cereal,bjoseph@company.com,"Cereal, corn flakes",57134000,84.1,0,8.7,3.3,339,0,7.5,9.5,3.76,0.116,0.4,5,0.198,28.9,39,5
Cereal (Kellogg's Corn Flakes),ewelch@company.com,Cereal (Kellogg's Corn Flakes),57135000,84.1,0,8.7,3.3,339,0,7.5,9.5,3.76,0.116,0.4,5,0.198,28.9,39,5
Cereal,greeves@company.com,"Cereal, corn puffs",57137000,82.82,0,15.3,8.8,1236,0,7.69,9.76,2.79,0.576,3.46,570,0.142,32,51,5.7
Cereal (General Mills Count Chocula),gfleming@company.com,Cereal (General Mills Count Chocula),57139000,84.5,0,13.1,5,772,0,5.4,33.09,1.89,0.6,4.69,370,0.148,16.7,30,5.59
Cereal (Kellogg's Cracklin' Oat Bran),eburke@company.com,Cereal (Kellogg's Cracklin' Oat Bran),57143000,70.3,0,29.2,12.7,96,0,9.2,28,3,6.2,14.1,59,0.4,3.7,153,3.1
Cereal (Post Great Grains,kpatel@company.com,"Cereal (Post Great Grains, Cranberry Almond Crunch)",57143500,76.6,0,26.9,11.1,127,0,8.9,25.5,6.2,0.8,5.9,40,0.3,3.8,89,3.1
Cereal (Kellogg's Crispix),lsharma@company.com,Cereal (Kellogg's Crispix),57148000,87.19,0,6,1,196,0,6.59,12.8,3,0.2,0.8,9,0.205,28,13,6.19
Cereal,kmullur@company.com,"Cereal, crispy rice",57151000,86.22,0,6,0.7,0,0,6.69,12.12,3.62,0.36,1.26,5,0.149,32.73,23,5.45
Cereal (General Mills Fiber One),Karanmathur@company.com,Cereal (General Mills Fiber One),57206700,84.3,0,12.3,46.2,360,0,6.59,1,3.22,0.4,2.29,333,0.185,15,53,5
Cereal (General Mills Fiber One Honey Clusters),amaro@company.com,Cereal (General Mills Fiber One Honey Clusters),57206710,83.9,0,27.4,19,255,0,7.69,17.79,2.68,0.4,2.59,192,0.35,31.2,77,2.9
Cereal (General Mills Fiber One Raisin Bran Clusters),adunn@company.com,Cereal (General Mills Fiber One Raisin Bran Clusters),57206715,83.4,0,26.6,17.9,232,0,6.3,25.6,5.19,0.4,2.29,182,0.364,8.19,58,2.7
Cereal,rharris@company.com,"Cereal, bran flakes",57207000,81.25,0,31.2,14.2,143,0,9.65,16.9,3.35,0.45,2.9,40,0.4,27.95,165,5.1
Cereal (Kellogg's All-Bran Complete Wheat Flakes),gneal@company.com,Cereal (Kellogg's All-Bran Complete Wheat Flakes),57208000,81.6,0,35,17.3,159,0,10.2,18.8,2.5,0.4,2.5,39,0.5,62.1,138,21
Cereal (Post Bran Flakes),karnold@company.com,Cereal (Post Bran Flakes),57209000,80.5,0,33.5,18.3,150,0,9.9,18.6,3.4,0.4,2.1,44,0.5,28,229,5
Cereal (General Mills Frankenberry),amaro@company.com,Cereal (General Mills Frankenberry),57211000,85.4,0,10.9,4.2,956,0,5.5,27.29,1.89,0.5,4.3,303,0.129,13.6,24,4.5
Cereal (Kellogg's Froot Loops),adunn@company.com,Cereal (Kellogg's Froot Loops),57213000,88,0,10.5,9.3,442,0,5.3,34.5,2.5,1.8,3.4,10,0.089,15.5,31,5.2
Cereal (Kellogg's Froot Loops Marshmallow),rharris@company.com,Cereal (Kellogg's Froot Loops Marshmallow),57213010,89.3,0,5.8,7.4,283,0,4.59,49.9,2.5,1.5,2.79,9,0.086,15.5,25,5.19
Cereal (General Mills Cheerios Frosted),gneal@company.com,Cereal (General Mills Cheerios Frosted),57213850,79.8,0,28.5,7.5,116,0,9,32,2.2,1.1,4.69,370,0.269,16.7,89,5.59
Cereal (Kellogg's Frosted Mini-Wheats),karnold@company.com,Cereal (Kellogg's Frosted Mini-Wheats),57214000,83.4,0,25.3,10.8,167,0,9.2,20.3,4.8,0.4,1.6,28,0.35,28,86,2.6
Cereal,tsalazaar@company.com,"Cereal, frosted rice",57216000,91.3,0,3.6,0.5,0,0,4.3,40.2,2.5,0.1,0.4,6,0.164,18,23,5
Cereal,bjoseph@company.com,"Cereal, fruit rings",57221700,85.94,0,5.8,2.2,625,0,4.69,45.31,2.5,0.687,3.2,313,0.064,28.12,24,4.69
Cereal (General Mills Cheerios Fruity),ewelch@company.com,Cereal (General Mills Cheerios Fruity),57221810,84.19,0,17.5,5.9,687,0,5.8,32.2,2.2,0.69,4.59,370,0.194,16.7,30,5.59
Cereal (Post Fruity Pebbles),greeves@company.com,Cereal (Post Fruity Pebbles),57223000,86.1,0,3.7,0.8,0,0,4.62,34.28,3,3.6,4.02,19,0.14,6.67,16,5.56
Cereal (General Mills Golden Grahams),gfleming@company.com,Cereal (General Mills Golden Grahams),57224000,85.1,0,15.2,5.6,410,0,5.3,35,2.2,0.4,3.2,323,0.206,14.5,26,4.8
Cereal,eburke@company.com,"Cereal, granola",57227000,73.75,1,25.4,9.4,153,0,9.96,22.2,3,1.532,11.46,82,0.244,3.03,93,0.1
Granola,kpatel@company.com,"Granola, homemade",57228000,53.88,0,49.2,8.9,137,0,13.67,19.8,5.84,3.957,24.31,76,0.647,3.95,168,0
Cereal (Kellogg's Low Fat Granola),lsharma@company.com,Cereal (Kellogg's Low Fat Granola),57229000,73.75,1,25.4,9.4,153,0,9.96,22.2,3,1.532,11.46,82,0.244,3.03,93,0.1
Cereal (Post Grape-Nuts),kmullur@company.com,Cereal (Post Grape-Nuts),57230000,80.49,0,31.9,13,166,0,11.22,8.86,3.5,0.34,1.81,32,0.34,28,124,0
Cereal (Post Great Grains Raisins,Karanmathur@company.com,"Cereal (Post Great Grains Raisins, Dates, and Pecans)",57231200,74.3,0,24.1,9.3,115,0,7.9,24.1,8.5,0.8,7.1,39,0.4,16.4,87,2.7
Cereal (Post Honey Bunches of Oats Honey Roasted),amaro@company.com,Cereal (Post Honey Bunches of Oats Honey Roasted),57237100,81.19,0,13.4,4.2,445,0,7.12,19.79,5,0.64,5.46,23,0.59,34.82,50,9.67
Cereal (Post Honey Bunches of Oats with Vanilla Bunches),adunn@company.com,Cereal (Post Honey Bunches of Oats with Vanilla Bunches),57237200,81.8,0,22.9,7.8,141,0,7.9,20.7,3,0.6,5.1,33,0.3,28.9,75,2.7
Cereal (Post Honey Bunches of Oats with Almonds),rharris@company.com,Cereal (Post Honey Bunches of Oats with Almonds),57237300,79.6,0,21.4,5.5,630,0,7.7,20,2.9,0.8,7.3,35,0.2,33.8,61,4.7
Cereal (Post Honeycomb),gneal@company.com,Cereal (Post Honeycomb),57238000,86.63,0,8.6,3.2,681,0,6.01,31.51,1.5,1.29,2.93,11,0.13,8.44,45,4.69
Cereal (General Mills Chex Honey Nut),karnold@company.com,Cereal (General Mills Chex Honey Nut),57240100,86.67,0,11.3,3.9,1039,0,6.3,28.1,2.2,0.5,2,313,0.13,14.1,25,4.69
Cereal (General Mills Cheerios Honey Nut),amaro@company.com,Cereal (General Mills Cheerios Honey Nut),57241000,79.69,0,20.6,7.1,50,0,8.85,32.89,2.86,0.529,5,425,0.234,20.58,90,7.5
Cereal (Post Shredded Wheat Honey Nut),adunn@company.com,Cereal (Post Shredded Wheat Honey Nut),57241200,83.6,0,20,10.7,166,0,8.5,20.7,3,0.4,2.9,38,0.3,28,93,2.5
Cereal (Kellogg's Honey Smacks),rharris@company.com,Cereal (Kellogg's Honey Smacks),57243000,88.5,0,15.6,5,92,0,5.7,56.2,2.9,0.5,2.2,14,0.195,1.5,59,5.6
Cereal (Kashi 7 Whole Grain Puffs),gneal@company.com,Cereal (Kashi 7 Whole Grain Puffs),57301500,78.6,0,31.8,8,135,0,13,0.93,4,0.463,2.3,38,0.428,3,153,0
Cereal (Kashi Autumn Wheat),karnold@company.com,Cereal (Kashi Autumn Wheat),57301505,79,0,29.7,11.2,0,0,12,12.4,5,0.3,1.4,29,0.413,3.1,81,0
Cereal (Kashi GOLEAN),tsalazaar@company.com,Cereal (Kashi GOLEAN),57301510,67.19,0,35.2,20.1,392,0,24.89,16.5,3,0.4,2.2,119,1.449,6.09,101,0
Cereal (Kashi GOLEAN Crunch),bjoseph@company.com,Cereal (Kashi GOLEAN Crunch),57301511,71.4,0,20.2,14.5,73,0,16.7,24,3.5,0.8,5.9,59,1.111,2.79,82,0
Cereal (Kashi GOLEAN Crunch Honey Almond Flax),ewelch@company.com,Cereal (Kashi GOLEAN Crunch Honey Almond Flax),57301512,66.9,0,47.4,15,143,0,16.79,22.2,3.65,1,9.9,75,0.611,2.8,105,0
Cereal (Kashi Heart to Heart Honey Toasted Oat),greeves@company.com,Cereal (Kashi Heart to Heart Honey Toasted Oat),57301530,78.69,0,19.5,13.7,457,0,11.39,15.5,2.5,1,5,41,0.251,2.4,7,18
Cereal (General Mills Kix),gfleming@company.com,Cereal (General Mills Kix),57303100,82.82,0,15.3,8.8,1236,0,7.69,9.76,2.79,0.576,3.46,570,0.142,32,51,5.7
Cereal (General Mills Honey Kix),eburke@company.com,Cereal (General Mills Honey Kix),57303105,83,0,16.4,8.3,1097,0,6.4,18.2,2.37,0.535,3.9,455,0.12,38.2,49,6.4
Cereal (Kellogg's Krave),kpatel@company.com,Cereal (Kellogg's Krave),57303200,82.08,0,27.1,10.1,79,0,6.19,33.23,2.86,6,6.97,17,0.362,24.86,58,6.48
Cereal (Quaker Life),lsharma@company.com,Cereal (Quaker Life),57304100,77.74,0,24,6.6,99,0,9.98,19.43,4.3,0.83,4.43,351,0.277,29.33,98,0
Cereal (General Mills Lucky Charms),kmullur@company.com,Cereal (General Mills Lucky Charms),57305100,80.89,0,16.1,5,92,0,7.67,36.13,4.15,0.885,5.02,434,0.213,22.27,74,6.8
Cereal,Karanmathur@company.com,"Cereal, frosted oat cereal with marshmallows",57305150,84.7,0,16.1,4.3,92,0,7.1,36.13,2.8,0.62,3.33,333,0.141,15,28,5.29
Cereal (Malt-O-Meal Blueberry Muffin Tops),amaro@company.com,Cereal (Malt-O-Meal Blueberry Muffin Tops),57305160,81.81,0,26.1,10.9,184,0,9.09,20,5.5,0.228,1.94,29,0.364,29.45,100,2.73
Cereal (Malt-O-Meal Cinnamon Toasters),adunn@company.com,Cereal (Malt-O-Meal Cinnamon Toasters),57305165,78.33,0,16.1,5,73,0,3.32,32.86,3,1.85,12.06,333,0.133,30,27,5
Cereal (Malt-O-Meal Coco-Roos),rharris@company.com,Cereal (Malt-O-Meal Coco-Roos),57305170,86.75,0,2.6,3.3,543,0,3.41,48.11,2.5,2.57,4.61,333,0.319,30,27,5
Cereal (Malt-O-Meal Colossal Crunch),gneal@company.com,Cereal (Malt-O-Meal Colossal Crunch),57305174,81.59,0,9,1.7,635,0,3.64,42.5,2.5,2.24,5.28,0,0.06,30,5,5
Cereal (Malt-O-Meal Cocoa Dyno-Bites),karnold@company.com,Cereal (Malt-O-Meal Cocoa Dyno-Bites),57305175,87.93,0,3.4,1.1,1,0,4.15,43.15,3,2.58,3.43,17,0.162,6.21,28,5.17
Cereal (Malt-O-Meal Corn Bursts),amaro@company.com,Cereal (Malt-O-Meal Corn Bursts),57305180,90.59,0,4.7,1.9,780,0,3.32,46.88,2.5,0.093,0.35,5,0.058,5.8,4,4.84
Cereal (Malt-O-Meal Frosted Flakes),adunn@company.com,Cereal (Malt-O-Meal Frosted Flakes),57305210,90.2,0,5.4,1.2,763,0,4.25,39.27,3,0.107,0.87,3,0.12,11.6,12,4.84
Cereal (Malt-O-Meal Fruity Dyno-Bites),rharris@company.com,Cereal (Malt-O-Meal Fruity Dyno-Bites),57305300,90.1,1,3.4,1,0,0,3.9,42.6,1.2,0.64,3.15,3,0.128,7.62,15,6.9
Cereal (Malt-O-Meal Honey Graham Squares),gneal@company.com,Cereal (Malt-O-Meal Honey Graham Squares),57305400,85.1,0,15.2,5.6,410,0,5.3,35,2.2,0.4,3.2,323,0.206,14.5,26,4.8
Cereal (Malt-O-Meal Honey Nut Toasty O's),karnold@company.com,Cereal (Malt-O-Meal Honey Nut Toasty O's),57305500,79.69,0,20.6,7.1,50,0,8.85,32.89,2.86,0.529,5,425,0.234,20.58,90,7.5
Cereal (Malt-O-Meal Marshmallow Mateys),tsalazaar@company.com,Cereal (Malt-O-Meal Marshmallow Mateys),57305600,82.77,0,19.4,4.9,76,0,6.94,40.91,2.19,0.719,3.53,333,0.202,30,71,5
Cereal (Malt-O-Meal Golden Puffs),bjoseph@company.com,Cereal (Malt-O-Meal Golden Puffs),57306500,88.5,0,15.6,5,92,0,5.7,56.2,2.9,0.5,2.2,14,0.195,1.5,59,5.6
Cereal (Malt-O-Meal Toasted Oat Cereal),ewelch@company.com,Cereal (Malt-O-Meal Toasted Oat Cereal),57306700,73.2,0,26.2,10.1,159,0,12.4,4.5,3.76,1.6,6.6,357,0.387,28.9,114,6.77
Cereal (Malt-O-Meal Tootie Fruities),greeves@company.com,Cereal (Malt-O-Meal Tootie Fruities),57306800,85.94,0,5.8,2.2,625,0,4.69,45.31,2.5,0.687,3.2,313,0.064,28.12,24,4.69
Cereal,gfleming@company.com,"Cereal, muesli",57308190,74.9,0,22.4,7.7,259,0,8.6,25.1,10,0.6,5.4,36,0.329,8.19,67,10.89
Cereal (General Mills Cheerios Multigrain),eburke@company.com,Cereal (General Mills Cheerios Multigrain),57308400,81.4,0,23.6,8.7,404,0,8.3,21.2,2.5,0.89,4.09,345,0.265,27.89,55,5.19
Cereal (Nature Valley Granola),kpatel@company.com,Cereal (Nature Valley Granola),57309100,73.75,1,25.4,9.4,153,0,9.96,22.2,3,1.532,11.46,82,0.244,3.03,93,0.1
Cereal (General Mills Cheerios Oat Cluster Crunch),lsharma@company.com,Cereal (General Mills Cheerios Oat Cluster Crunch),57316380,80.7,0,28.3,7,148,0,8.5,27.9,2.6,1,4.6,296,0.282,16.7,59,5.6
Cereal (General Mills Cheerios Protein),kmullur@company.com,Cereal (General Mills Cheerios Protein),57316385,76.13,0,40.6,7.3,84,0,12.39,29.48,2.94,0.929,5.07,325,0.433,20.64,86,5.71
Cereal (General Mills Oatmeal Crisp with Almonds),Karanmathur@company.com,Cereal (General Mills Oatmeal Crisp with Almonds),57316450,78.09,0,32.4,8.2,132,0,9.89,22.89,2.9,1.1,6.69,33,0.345,15,67,0
Cereal (Quaker Honey Graham Oh's),amaro@company.com,Cereal (Quaker Honey Graham Oh's),57316710,83.65,0,7,2.1,398,0,3.92,43.23,2.75,5.709,7.63,11,0.09,19.52,43,0
Cereal (Quaker Granola with Oats,adunn@company.com,"Cereal (Quaker Granola with Oats, Honey, and Raisins)",57320500,73.75,1,25.4,9.4,153,0,9.96,22.2,3,1.532,11.46,82,0.244,3.03,93,0.1
Cereal (Nature's Path Organic Flax Plus),rharris@company.com,Cereal (Nature's Path Organic Flax Plus),57321900,75.27,0,5.7,16.6,210,0,11.91,12.25,3.4,0.62,5.46,55,0.09,5.89,28,0
Cereal (Barbara's Puffins),gneal@company.com,Cereal (Barbara's Puffins),57326000,84,0,14.9,18.5,775,0,7.41,18.52,3.59,0,3.7,70,0.301,1.33,107,0
Cereal (Quaker Toasted Oat Bran),karnold@company.com,Cereal (Quaker Toasted Oat Bran),57327450,74.9,0,24.6,10.2,310,0,12.38,16.34,4,0.91,5.11,242,0.317,29.9,168,0
Cereal (Quaker Oatmeal Squares),amaro@company.com,Cereal (Quaker Oatmeal Squares),57327500,77.77,0,31.6,8.3,136,0,11.38,16.69,2.75,0.873,4.83,201,0.474,29.3,115,0
Cereal,adunn@company.com,"Cereal, raisin bran",57329000,79.64,0,25.7,12,110,0,7.62,32.97,8.05,0.36,1.74,38,0.454,16.77,152,2.52
Cereal (Kellogg's Raisin Bran),rharris@company.com,Cereal (Kellogg's Raisin Bran),57330000,77.29,0,24.3,11.4,97,0,7.72,31.3,10.4,0.48,2.72,43,0.456,12.33,122,2
Cereal (Kellogg's Raisin Bran Crunch),gneal@company.com,Cereal (Kellogg's Raisin Bran Crunch),57330010,84.9,0,18.7,8,76,0,6.59,35.2,5,0.4,1.79,35,0.361,8.5,88,2.79
Cereal (Post Raisin Bran),karnold@company.com,Cereal (Post Raisin Bran),57331000,78.9,0,27.3,13.7,101,0,7.6,32.9,8.6,0.296,1.6,44,0.4,18.3,168,2.5
Cereal (General Mills Raisin Nut Bran),tsalazaar@company.com,Cereal (General Mills Raisin Nut Bran),57332100,80,0,24.3,12.2,177,0,8.19,28.5,4.03,1,5.3,41,0.355,9.19,65,3.09
Cereal (General Mills Reese's Puffs),bjoseph@company.com,Cereal (General Mills Reese's Puffs),57335550,75.6,0,18.4,4.7,577,0,6.8,35.3,2.6,2.1,11.1,345,0.229,15.5,55,5.2
Cereal (General Mills Chex Rice),ewelch@company.com,Cereal (General Mills Chex Rice),57336000,85.09,0,17.5,2,0,0,6.4,8,2.59,0.5,1.89,370,0.26,33.29,30,5.59
Cereal,greeves@company.com,"Cereal, rice flakes",57337000,86.22,0,6,0.7,0,0,6.69,12.12,3.62,0.36,1.26,5,0.149,32.73,23,5.45
Cereal (Kellogg's Rice Krispies),gfleming@company.com,Cereal (Kellogg's Rice Krispies),57339000,85.05,0,6,0.4,0,0,6.75,9.87,5.06,0.458,2.05,5,0.186,30.42,27,7.23
Cereal (Kellogg's Rice Krispies Treats Cereal),eburke@company.com,Cereal (Kellogg's Rice Krispies Treats Cereal),57339500,85.59,1,2.5,0.4,0,0,4.3,29.6,3.5,0.89,4.19,10,0.107,6,21,5
Cereal,kpatel@company.com,"Cereal, puffed rice",57340000,87.78,0,6,1.4,0,0,7.01,0,3.91,0.325,0.9,9,0.239,2.86,30,0
Cereal (Kellogg's Smart Start Strong),lsharma@company.com,Cereal (Kellogg's Smart Start Strong),57341200,86.8,0,14.9,5.4,80,0,7.5,27.79,2.5,0.3,1.5,29,0.263,36,29,12
Cereal (Kellogg's Smorz),kmullur@company.com,Cereal (Kellogg's Smorz),57341300,87.2,0,4.5,3.8,0,0,3.34,43.7,3.42,0.961,3.5,70,0.24,15.87,36,5.29
Cereal (Kellogg's Special K),Karanmathur@company.com,Cereal (Kellogg's Special K),57344000,73.4,0,11,1.4,0,0,17.79,12.69,3,0.4,1.79,23,0.179,28,12,19.4
Cereal (Kellogg's Special K Blueberry),amaro@company.com,Cereal (Kellogg's Special K Blueberry),57344001,86.3,0,16.8,8.6,140,0,6.9,26.7,3.5,0.4,1.5,18,0.338,27,55,7
Cereal (Kellogg's Special K Chocolatey Delight),adunn@company.com,Cereal (Kellogg's Special K Chocolatey Delight),57344005,81.2,0,28.5,10.6,83,0,6.5,29.9,3,6.3,7.3,18,0.38,26.1,61,6.8
Cereal (Kellogg's Special K Red Berries),rharris@company.com,Cereal (Kellogg's Special K Red Berries),57344010,87.09,0,14.3,8.5,66,0,6.3,29.7,3,0.3,1.29,24,0.246,26.1,59,6.8
Cereal (Kellogg's Special K Fruit & Yogurt),gneal@company.com,Cereal (Kellogg's Special K Fruit & Yogurt),57344015,85.3,0,18.2,8.1,82,0,7.1,32.1,3,1.4,2.9,27,0.313,25.3,51,6.6
Cereal (Kellogg's Special K Vanilla Almond),karnold@company.com,Cereal (Kellogg's Special K Vanilla Almond),57344020,83,0,17.4,9.6,73,0,7.8,29.2,3,0.4,4,34,0.279,27,74,7
Cereal (Kellogg's Special K Cinnamon Pecan),amaro@company.com,Cereal (Kellogg's Special K Cinnamon Pecan),57344025,81.2,0,18.7,10.3,85,0,7.5,24,3,0.7,6,30,0.312,27,67,7
Cereal (Kellogg's Corn Pops),adunn@company.com,Cereal (Kellogg's Corn Pops),57347000,89.7,0,7.1,8.4,1066,0,4.8,31.3,3,0.5,1.3,7,0.083,6,28,5
Cereal,rharris@company.com,"Cereal, frosted corn flakes",57348000,90.2,0,5.4,1.2,763,0,4.25,39.27,3,0.107,0.87,3,0.12,11.6,12,4.84
Cereal (Kellogg's Frosted Flakes),gneal@company.com,Cereal (Kellogg's Frosted Flakes),57349000,89.2,0,1.9,2.2,676,0,3.96,35.43,4.18,0.451,1.68,3,0.039,26.7,8,8.1
Cereal (Post Golden Crisp),karnold@company.com,Cereal (Post Golden Crisp),57355000,90.1,0,13.8,5,92,0,5.5,53.6,1.4,0.2,1.7,15,0.2,6.7,59,5.6
Cereal,tsalazaar@company.com,"Cereal, toasted oat",57401100,75.96,0,14.9,10.7,132,0,10.71,3.57,3.68,0.926,5.36,357,0.429,32.14,143,5.36
Cereal (General Mills Trix),bjoseph@company.com,Cereal (General Mills Trix),57407100,86.19,0,10.7,3.9,951,0,4.9,32,1.89,0.5,3.79,313,0.117,16.89,25,4.69
Cereal (Uncle Sam),ewelch@company.com,Cereal (Uncle Sam),57408100,65.78,0,49.5,20.3,331,0,15.98,1.56,4.43,0.946,11.6,95,0.752,4.03,206,0
Cereal (General Mills Chex Wheat),greeves@company.com,Cereal (General Mills Chex Wheat),57411000,82.2,0,28.5,12.2,191,0,9.8,10.3,2.5,0.4,1.8,213,0.397,30.6,85,3.2
Wheat germ,gfleming@company.com,"Wheat germ, plain",57412000,49.6,0,178.6,15.1,790,0,29.1,7.8,5.6,1.83,10.7,45,0.62,9.09,320,0
Cereal,eburke@company.com,"Cereal, puffed wheat, plain",57416000,76.39,0,32.7,9.4,0,0,16.26,1.37,3.69,0.413,2.15,24,0.453,4.41,133,0.42
Cereal,kpatel@company.com,"Cereal, puffed wheat, sweetened",57416010,88.5,0,15.6,5,92,0,5.7,56.2,2.9,0.5,2.2,14,0.195,1.5,59,5.6
Cereal (Post Shredded Wheat),lsharma@company.com,Cereal (Post Shredded Wheat),57417000,80.18,0,23.1,12.4,88,0,11.58,0.92,4.55,0.405,2.06,57,0.357,2.56,132,0
Cereal (General Mills Wheaties),kmullur@company.com,Cereal (General Mills Wheaties),57418000,83.3,0,32.9,10.1,178,0,8.3,15.2,2.6,0.5,2.3,74,0.267,33.3,89,11.1
Wheat bran,Karanmathur@company.com,"Wheat bran, unprocessed",57601100,64.51,0,74.4,42.8,240,0,15.55,0.41,9.89,0.63,4.25,73,0.998,10.57,611,0
Oats,amaro@company.com,"Oats, raw",57602100,67.7,0,40.4,10.1,180,0,13.15,0.99,10.84,1.11,6.52,52,0.391,4.25,138,0
Oat bran,adunn@company.com,"Oat bran, uncooked",57602500,66.22,0,32.2,15.4,180,0,17.3,1.45,6.55,1.328,7.03,58,0.403,5.41,235,0
Barley cereal,rharris@company.com,"Barley cereal, baby food, dry, instant",57801000,69.4,0,45.4,6.6,170,0,13.2,13.2,6.8,0.894,6.6,643,0.467,48.21,115,3.57
Mixed cereal,gneal@company.com,"Mixed cereal, baby food, dry, instant",57803000,78.21,0,23.2,6.7,148,0,6.66,26.66,6.7,0.769,6.66,800,0.334,30,100,5
Oatmeal cereal,karnold@company.com,"Oatmeal cereal, baby food, dry, instant",57804000,73.48,0,27,7.3,185,0,10.99,11.67,4.56,0.841,6.36,1160,0.419,64.1,110,4.6
Rice cereal,amaro@company.com,"Rice cereal, baby food, dry, instant",57805000,83.14,0,18,1.3,0,0,6.65,4.85,5.13,0.234,2.19,860,0.231,53.01,37,4.6
Rice cereal with apples,adunn@company.com,"Rice cereal with apples, baby food, dry, instant",57805080,86.89,0,10.1,3,8,0,6.7,3.22,3.2,0.503,2.4,850,0.373,37,15,0
Rice cereal with mixed fruits,rharris@company.com,"Rice cereal with mixed fruits, baby food, dry, instant",57805090,88.5,0,6.6,2.6,1,0,6.6,1.35,2,0.185,0.9,38,0.377,9,37,0
Rice cereal with bananas,gneal@company.com,"Rice cereal with bananas, baby food, dry, instant",57805100,79.9,0,25.8,1,39,0,8.7,16.7,4.7,0.978,4.2,691,0.254,47.5,141,0
